CODI_ENS,MUNICIPI,ANY_ELECCIO,SIGLES_CANDIDATURA,VOTS,% VOTS,REGIDORS
0806200000,Castellnou de Bages,2015,P.C.B.,35,5.3,0
0806200000,Castellnou de Bages,2015,CUP-PA,42,6.35,0
0806200000,Castellnou de Bages,2015,CiU,89,13.46,1
0806200000,Castellnou de Bages,2019,JUNTS,117,15.45,1
0806200000,Castellnou de Bages,2019,ERC-AM,373,49.27,5
0806200000,Castellnou de Bages,2019,CP,235,31.04,3
0806200000,Castellnou de Bages,2019,PCPC,22,2.9,0
2506800000,Castellnou de Seana,1979,ERC,270,100,7
2506800000,Castellnou de Seana,1983,CiU,267,99.63,7
2506800000,Castellnou de Seana,1987,CiU,269,56.87,4
2506800000,Castellnou de Seana,1987,AIPN,196,41.44,3
2506800000,Castellnou de Seana,1991,PP,67,13.29,1
2506800000,Castellnou de Seana,1991,AIPN,132,26.19,2
2506800000,Castellnou de Seana,1991,CiU,300,59.52,4
2506800000,Castellnou de Seana,1995,ERC,62,13.5,1
2506800000,Castellnou de Seana,1995,PP,75,16.33,1
2506800000,Castellnou de Seana,1995,CIU,304,66.23,5
2506800000,Castellnou de Seana,1999,ERC-AM,180,38.46,3
2506800000,Castellnou de Seana,1999,CIU,270,57.69,4
2506800000,Castellnou de Seana,2003,CIU,192,39.26,3
2506800000,Castellnou de Seana,2003,PP,35,7.16,0
2506800000,Castellnou de Seana,2003,ERC-AM,252,51.53,4
2506800000,Castellnou de Seana,2007,ESQUERRA-AM,262,47.46,3
2506800000,Castellnou de Seana,2007,ICV-EUIA-EPM,22,3.99,0
2506800000,Castellnou de Seana,2007,CIU,265,48.01,4
2506800000,Castellnou de Seana,2011,ERC-AM,130,26.16,2
2506800000,Castellnou de Seana,2011,CiU,359,72.23,5
2506800000,Castellnou de Seana,2015,ERC-AM,100,24.39,1
2506800000,Castellnou de Seana,2015,CiU,306,74.63,6
2506800000,Castellnou de Seana,2019,ERC-AM,114,28.78,2
2506800000,Castellnou de Seana,2019,JUNTS,271,68.43,5
2506930008,Castelló de Farfanya,1979,CC-UCD,120,32.43,2
2506930008,Castelló de Farfanya,1979,A.E.I.C.F.,248,67.03,5
2506930008,Castelló de Farfanya,1983,IND.,354,78.67,6
2506930008,Castelló de Farfanya,1983,ERC,95,21.11,1
2506930008,Castelló de Farfanya,1987,ERC,84,21.43,1
2506930008,Castelló de Farfanya,1987,AIPN,293,74.74,6
2506930008,Castelló de Farfanya,1991,ERC,95,24.48,1
2506930008,Castelló de Farfanya,1991,AIPN,287,73.97,6
2506930008,Castelló de Farfanya,1995,ERC,135,32.92,2
2506930008,Castelló de Farfanya,1995,AIPN,273,66.58,5
2506930008,Castelló de Farfanya,1999,PP,26,6.2,0
2506930008,Castelló de Farfanya,1999,ERC-AM,91,21.71,1
2506930008,Castelló de Farfanya,1999,CIU,104,24.82,2
2506930008,Castelló de Farfanya,1999,AIPN,196,46.77,4
2506930008,Castelló de Farfanya,2003,AIC,257,59.91,5
2506930008,Castelló de Farfanya,2003,ERC-AM,46,10.72,0
2506930008,Castelló de Farfanya,2003,CIU,121,28.21,2
2506930008,Castelló de Farfanya,2007,ICFPM,85,20.94,1
2506930008,Castelló de Farfanya,2007,ICFAM,189,46.55,4
2506930008,Castelló de Farfanya,2007,CIU,126,31.03,2
2506930008,Castelló de Farfanya,2011,ICF-PM,46,11.76,1
2506930008,Castelló de Farfanya,2011,ICF-AM,213,54.48,4
2506930008,Castelló de Farfanya,2011,CiU,126,32.23,2
2506930008,Castelló de Farfanya,2015,CiU,145,40.96,3
2506930008,Castelló de Farfanya,2015,ICF-AM,189,53.39,4
2506930008,Castelló de Farfanya,2019,JUNTS,127,35.37,2
2506930008,Castelló de Farfanya,2019,UCF-AM,231,64.34,5
1704700000,Castelló d'Empúries,1979,CC-UCD,410,30.73,3
1704700000,Castelló d'Empúries,1979,PSC-PSOE,735,55.1,7
1704700000,Castelló d'Empúries,1979,CiU,186,13.94,1
1704700000,Castelló d'Empúries,1983,PSC-PSOE,742,48.59,6
1704700000,Castelló d'Empúries,1983,CiU,671,43.94,5
1704700000,Castelló d'Empúries,1983,IND.,105,6.88,0
1704700000,Castelló d'Empúries,1987,CiU,767,46.6,5
1704700000,Castelló d'Empúries,1987,PSC-PSOE,573,34.81,4
1704700000,Castelló d'Empúries,1987,IND/1,290,17.62,2
1704700000,Castelló d'Empúries,1991,C.D.S.,305,17.74,2
1704700000,Castelló d'Empúries,1991,PSC-PSOE,311,18.09,2
1704700000,Castelló d'Empúries,1991,CiU,932,54.22,7
1704700000,Castelló d'Empúries,1991,ERC,131,7.62,0
1704700000,Castelló d'Empúries,1995,PSC (PSC-PSOE),193,8.44,1
1704700000,Castelló d'Empúries,1995,CIU,844,36.93,4
1704700000,Castelló d'Empúries,1995,GRIM,756,33.08,4
1704700000,Castelló d'Empúries,1995,ERC,341,14.92,2
1704700000,Castelló d'Empúries,1995,PP,129,5.64,0
1704700000,Castelló d'Empúries,1999,GRIM,304,12.59,2
1704700000,Castelló d'Empúries,1999,CIU,491,20.33,3
1704700000,Castelló d'Empúries,1999,PCS-CD,79,3.27,0
1704700000,Castelló d'Empúries,1999,ERC-AM,275,11.39,1
1704700000,Castelló d'Empúries,1999,U.P.M.,1044,43.24,6
1704700000,Castelló d'Empúries,1999,PP,176,7.29,1
1704700000,Castelló d'Empúries,2003,CIU,934,34.31,5
1704700000,Castelló d'Empúries,2003,UPM-PSC-PM,709,26.05,3
1704700000,Castelló d'Empúries,2003,PP,431,15.83,2
1704700000,Castelló d'Empúries,2003,ERC-AM,597,21.93,3
1704700000,Castelló d'Empúries,2007,FCIU,991,32.84,6
1704700000,Castelló d'Empúries,2007,PP,451,14.94,2
1704700000,Castelló d'Empúries,2007,ERC-AM,502,16.63,3
1704700000,Castelló d'Empúries,2007,PSC-PM,556,18.42,3
1704700000,Castelló d'Empúries,2007,ECE-EPM,463,15.34,3
1704700000,Castelló d'Empúries,2011,UDEM,461,15.4,3
1704700000,Castelló d'Empúries,2011,CiU,1083,36.18,7
1704700000,Castelló d'Empúries,2011,ERC-AM,384,12.83,2
1704700000,Castelló d'Empúries,2011,ECE-E,170,5.68,1
1704700000,Castelló d'Empúries,2011,PM,365,12.2,2
1704700000,Castelló d'Empúries,2011,PP,275,9.19,1
1704700000,Castelló d'Empúries,2011,SI,177,5.91,1
1704700000,Castelló d'Empúries,2015,ERC-AM,793,27.67,6
1704700000,Castelló d'Empúries,2015,PSC-CP,237,8.27,1
1704700000,Castelló d'Empúries,2015,AVENÇ,135,4.71,0
1704700000,Castelló d'Empúries,2015,PCDR,382,13.33,2
1704700000,Castelló d'Empúries,2015,UDEM,149,5.2,1
1704700000,Castelló d'Empúries,2015,PP,385,13.43,2
1704700000,Castelló d'Empúries,2015,ECE-E,198,6.91,1
1704700000,Castelló d'Empúries,2015,CiU,541,18.88,4
1704700000,Castelló d'Empúries,2019,PSC-CP,333,10.82,2
1704700000,Castelló d'Empúries,2019,Cs,293,9.52,2
1704700000,Castelló d'Empúries,2019,ERC-AM,1108,36.02,7
1704700000,Castelló d'Empúries,2019,COALICIÓ UP,205,6.66,1
1704700000,Castelló d'Empúries,2019,JUNTS,209,6.79,1
1704700000,Castelló d'Empúries,2019,PP,128,4.16,0
1704700000,Castelló d'Empúries,2019,SOMEC,376,12.22,2
1704700000,Castelló d'Empúries,2019,CUP-AMUNT,390,12.67,2
0806360009,Castellolí,1979,IND.DC,157,59.25,4
0806360009,Castellolí,1979,D.IND.,108,40.75,3
0806360009,Castellolí,1983,IND.DC,205,96.7,7
0806360009,Castellolí,1987,IND.DC,225,93.75,7
0806360009,Castellolí,1991,IND.DC,215,94.3,7
0806360009,Castellolí,1995,CIU,246,94.61,7
0806360009,Castellolí,1999,CIU,240,90.9,7
0806360009,Castellolí,2003,APC-ERC-AM,162,47.09,3
0806360009,Castellolí,2003,CIU,179,52.03,4
0806360009,Castellolí,2007,CIU,184,53.49,4
0806360009,Castellolí,2007,AC-ESQUERRA-AM,154,44.77,3
0806360009,Castellolí,2011,CiU,140,37.63,3
0806360009,Castellolí,2011,APC-ERC-AM,89,23.92,2
0806360009,Castellolí,2011,PUC-PM,131,35.22,2
0806360009,Castellolí,2015,PUC-AM,237,68.7,6
0806360009,Castellolí,2015,CiU,79,22.9,1
0806360009,Castellolí,2019,JxCAT-JUNTS,91,24.33,2
0806360009,Castellolí,2019,PUC-AM,247,66.04,5
2507070005,Castellserà,1979,GPM,346,61.35,6
2507070005,Castellserà,1979,CiU,214,37.94,3
2507070005,Castellserà,1983,IND.,331,95.11,9
2507070005,Castellserà,1987,CiU,497,67.53,6
2507070005,Castellserà,1987,AIPN,215,29.21,3
2507070005,Castellserà,1991,CiU,362,46,4
2507070005,Castellserà,1991,PSC-PSOE,413,52.48,5
2507070005,Castellserà,1995,ERC,106,13.15,1
2507070005,Castellserà,1995,CIU,341,42.3,4
2507070005,Castellserà,1995,PSC (PSC-PSOE),352,43.67,4
2507070005,Castellserà,1999,PSCPMC,301,40.24,4
2507070005,Castellserà,1999,CIU,422,56.41,5
2507070005,Castellserà,2003,PSC-PM,250,34.92,3
2507070005,Castellserà,2003,CIU,445,62.15,6
2507070005,Castellserà,2007,ICAM,157,21.3,2
2507070005,Castellserà,2007,PSC-PM,206,27.95,2
2507070005,Castellserà,2007,CIU,361,48.98,5
2507070005,Castellserà,2011,I. PC,257,38.07,4
2507070005,Castellserà,2011,PSC-PM,120,17.78,1
2507070005,Castellserà,2011,CiU,284,42.07,4
2507070005,Castellserà,2015,CiU,392,83.4,9
2507070005,Castellserà,2019,JxCAT-JUNTS,483,76.54,6
2507070005,Castellserà,2019,IxC-AM,131,20.76,1
0806410007,Castellterçol,1979,PSUC,156,13.23,1
0806410007,Castellterçol,1979,CiU,709,60.14,6
0806410007,Castellterçol,1979,IND.,310,26.29,2
0806410007,Castellterçol,1983,IND.,260,20.49,2
0806410007,Castellterçol,1983,PSC-PSOE,264,20.8,2
0806410007,Castellterçol,1983,CiU,717,56.5,7
0806410007,Castellterçol,1987,CiU,460,34.35,3
0806410007,Castellterçol,1987,PSC-PSOE,287,21.43,2
0806410007,Castellterçol,1987,CAL,584,43.61,4
0806410007,Castellterçol,1991,PSC-PSOE,195,14.91,1
0806410007,Castellterçol,1991,CAL,599,45.8,4
0806410007,Castellterçol,1991,CiU,492,37.61,4
0806410007,Castellterçol,1995,PSC (PSC-PSOE),194,14.45,1
0806410007,Castellterçol,1995,CAL,528,39.34,4
0806410007,Castellterçol,1995,CIU,597,44.48,4
0806410007,Castellterçol,1999,PSCPMC,350,26.53,3
0806410007,Castellterçol,1999,PIC,209,15.84,2
0806410007,Castellterçol,1999,PP,72,5.45,0
0806410007,Castellterçol,1999,CIU,636,48.21,6
0806410007,Castellterçol,2003,PIC-FIC,283,20.98,2
0806410007,Castellterçol,2003,CIU,641,47.52,6
0806410007,Castellterçol,2003,PSC-PM,259,19.2,2
0806410007,Castellterçol,2003,PP,102,7.56,1
0806410007,Castellterçol,2007,CIU,567,43.62,6
0806410007,Castellterçol,2007,PSC-PM,138,10.62,1
0806410007,Castellterçol,2007,PP,69,5.31,0
0806410007,Castellterçol,2007,ESQUERRA-AM,336,25.85,3
0806410007,Castellterçol,2007,PIC-ICV-EPM,167,12.85,1
0806410007,Castellterçol,2011,PIC-PM,276,21.96,3
0806410007,Castellterçol,2011,PP,74,5.89,0
0806410007,Castellterçol,2011,AI - AM,315,25.06,3
0806410007,Castellterçol,2011,CiU,522,41.53,5
0806410007,Castellterçol,2015,PP,10,0.79,0
0806410007,Castellterçol,2015,CiU,220,17.45,2
0806410007,Castellterçol,2015,PIC-CP,384,30.45,4
0806410007,Castellterçol,2015,CeP,456,36.16,4
0806410007,Castellterçol,2015,ERC-AM,162,12.85,1
0806410007,Castellterçol,2019,JXCAT - JUNTS,330,27,3
0806410007,Castellterçol,2019,CEP,815,66.69,8
4304240003,Castellvell del Camp,1979,CiU,280,74.47,5
4304240003,Castellvell del Camp,1979,G.I.C.,96,25.53,2
4304240003,Castellvell del Camp,1983,CiU,262,94.24,7
4304240003,Castellvell del Camp,1987,CiU,389,85.12,6
4304240003,Castellvell del Camp,1987,PSC-PSOE,65,14.22,1
4304240003,Castellvell del Camp,1991,PSC-PSOE,95,19.15,1
4304240003,Castellvell del Camp,1991,CiU,394,79.44,6
4304240003,Castellvell del Camp,1995,CIU,493,95.35,7
4304240003,Castellvell del Camp,1999,CIU,563,71.17,7
4304240003,Castellvell del Camp,1999,ERC-AM,189,23.89,2
4304240003,Castellvell del Camp,2003,ERC-AM,180,16.33,1
4304240003,Castellvell del Camp,2003,CIU,328,29.76,3
4304240003,Castellvell del Camp,2003,IUC-FIC,216,19.6,2
4304240003,Castellvell del Camp,2003,PP,44,3.99,0
4304240003,Castellvell del Camp,2003,PSC-PM,316,28.68,3
4304240003,Castellvell del Camp,2007,IUPC-FIC,211,17.32,2
4304240003,Castellvell del Camp,2007,IPC-EPM,66,5.42,0
4304240003,Castellvell del Camp,2007,PP,67,5.5,0
4304240003,Castellvell del Camp,2007,ESQUERRA-AM,239,19.62,2
4304240003,Castellvell del Camp,2007,CIU,432,35.47,5
4304240003,Castellvell del Camp,2007,PSC-PM,160,13.14,2
4304240003,Castellvell del Camp,2011,UPC-PM,280,21.94,3
4304240003,Castellvell del Camp,2011,EC-Esq-AM,147,11.52,1
4304240003,Castellvell del Camp,2011,ICV-E,107,8.39,1
4304240003,Castellvell del Camp,2011,PP,148,11.6,1
4304240003,Castellvell del Camp,2011,CiU,537,42.08,5
4304240003,Castellvell del Camp,2015,ICV- AC-E,62,4.75,0
4304240003,Castellvell del Camp,2015,A,48,3.68,0
4304240003,Castellvell del Camp,2015,CiU,572,43.87,6
4304240003,Castellvell del Camp,2015,PP,99,7.59,1
4304240003,Castellvell del Camp,2015,UPC-CP,182,13.96,1
4304240003,Castellvell del Camp,2015,ERC-AM,317,24.31,3
4304240003,Castellvell del Camp,2019,TS,36,2.27,0
4304240003,Castellvell del Camp,2019,PP,79,5,0
4304240003,Castellvell del Camp,2019,A,256,16.21,2
4304240003,Castellvell del Camp,2019,ERC-AM,494,31.28,4
4304240003,Castellvell del Camp,2019,JUNTS,512,32.42,4
4304240003,Castellvell del Camp,2019,PSC-CP,174,11.01,1
0806540003,Castellví de la Marca,1979,PSC-PSOE,409,62.16,6
0806540003,Castellví de la Marca,1979,CiU,245,37.23,3
0806540003,Castellví de la Marca,1983,PSC-PSOE,516,77.36,7
0806540003,Castellví de la Marca,1983,CiU,147,22.04,2
0806540003,Castellví de la Marca,1987,CiU,287,41.96,4
0806540003,Castellví de la Marca,1987,PSC-PSOE,385,56.29,5
0806540003,Castellví de la Marca,1991,PSC-PSOE,318,50.08,5
0806540003,Castellví de la Marca,1991,CiU,310,48.82,4
0806540003,Castellví de la Marca,1995,CIU,353,43.15,4
0806540003,Castellví de la Marca,1995,PSC (PSC-PSOE),456,55.74,5
0806540003,Castellví de la Marca,1999,ERC-AM,90,10.75,1
0806540003,Castellví de la Marca,1999,PP,8,0.95,0
0806540003,Castellví de la Marca,1999,PSCPMC,335,40.02,4
0806540003,Castellví de la Marca,1999,CIU,397,47.43,4
0806540003,Castellví de la Marca,2003,ERC-AM,113,12.94,1
0806540003,Castellví de la Marca,2003,PSC-PM,204,23.37,2
0806540003,Castellví de la Marca,2003,CIU,548,62.77,6
0806540003,Castellví de la Marca,2007,CIU,500,61.43,7
0806540003,Castellví de la Marca,2007,PSC-PM,212,26.04,2
0806540003,Castellví de la Marca,2007,ESQUERRA-AM,65,7.99,0
0806540003,Castellví de la Marca,2007,PP,20,2.46,0
0806540003,Castellví de la Marca,2011,CiU,498,62.96,7
0806540003,Castellví de la Marca,2011,PSC-PM,212,26.8,2
0806540003,Castellví de la Marca,2011,ERC-AM,53,6.7,0
0806540003,Castellví de la Marca,2015,ERC-AM,226,28.25,3
0806540003,Castellví de la Marca,2015,CiU,513,64.13,6
0806540003,Castellví de la Marca,2019,ERC-AM,213,24.25,2
0806540003,Castellví de la Marca,2019,JUNTS,632,71.98,7
0806670005,Castellví de Rosanes,1979,INCAS,130,62.2,4
0806670005,Castellví de Rosanes,1979,CiU,79,37.8,3
0806670005,Castellví de Rosanes,1983,A.IND.,185,75.82,6
0806670005,Castellví de Rosanes,1983,CiU,58,23.77,1
0806670005,Castellví de Rosanes,1987,CiU,93,31,2
0806670005,Castellví de Rosanes,1987,INCAS,205,68.33,5
0806670005,Castellví de Rosanes,1991,CiU,78,19.9,1
0806670005,Castellví de Rosanes,1991,CRAI,132,33.67,2
0806670005,Castellví de Rosanes,1991,INCAS,182,46.43,4
0806670005,Castellví de Rosanes,1995,CIU,90,15.22,1
0806670005,Castellví de Rosanes,1995,CRAI,193,32.65,2
0806670005,Castellví de Rosanes,1995,INCAS,304,51.43,4
0806670005,Castellví de Rosanes,1999,IPC-EPM,105,15.1,1
0806670005,Castellví de Rosanes,1999,CRAI,183,26.33,2
0806670005,Castellví de Rosanes,1999,INCAS,298,42.87,3
0806670005,Castellví de Rosanes,1999,INDEP,3,0.43,0
0806670005,Castellví de Rosanes,1999,CIU,95,13.66,1
0806670005,Castellví de Rosanes,1999,PP,5,0.71,0
0806670005,Castellví de Rosanes,2003,PP,15,1.85,0
0806670005,Castellví de Rosanes,2003,C.R.A.I.,70,8.63,0
0806670005,Castellví de Rosanes,2003,INCAS-PM,504,62.15,7
0806670005,Castellví de Rosanes,2003,CIU,42,5.18,0
0806670005,Castellví de Rosanes,2003,IPC-EPM,172,21.21,2
0806670005,Castellví de Rosanes,2007,CIU,157,17.68,1
0806670005,Castellví de Rosanes,2007,INCAS-PM,423,47.64,5
0806670005,Castellví de Rosanes,2007,CRAI,92,10.36,1
0806670005,Castellví de Rosanes,2007,PP,9,1.01,0
0806670005,Castellví de Rosanes,2007,ICV-EUIA-EPM,182,20.5,2
0806670005,Castellví de Rosanes,2011,ICV-EUiA-E,63,6.67,0
0806670005,Castellví de Rosanes,2011,PP,19,2.01,0
0806670005,Castellví de Rosanes,2011,CiU,375,39.72,4
0806670005,Castellví de Rosanes,2011,INCAS,391,41.42,5
0806670005,Castellví de Rosanes,2011,CRAI,75,7.94,0
0806670005,Castellví de Rosanes,2015,CiU,371,41.36,4
0806670005,Castellví de Rosanes,2015,ICV-EUiA-E,49,5.46,0
0806670005,Castellví de Rosanes,2015,Junts per C,248,27.65,3
0806670005,Castellví de Rosanes,2015,FEM POBLE-A,151,16.83,2
0806670005,Castellví de Rosanes,2015,PP,15,1.67,0
0806670005,Castellví de Rosanes,2015,CRAI,50,5.57,0
0806670005,Castellví de Rosanes,2019,Cs,80,7.8,0
0806670005,Castellví de Rosanes,2019,Junts per Caste,280,27.31,3
0806670005,Castellví de Rosanes,2019,FP -ERC - AM,200,19.51,2
0806670005,Castellví de Rosanes,2019,ED-JUNTS,451,44,4
4304300000,Catllar,1979,D.M.,245,99.19,7
4304300000,Catllar,1983,CiU,57,11.11,1
4304300000,Catllar,1983,IND/2,86,16.76,1
4304300000,Catllar,1983,AP-PDP-UL,48,9.36,0
4304300000,Catllar,1983,DPM,319,62.18,5
4304300000,Catllar,1987,CiU,109,21.04,1
4304300000,Catllar,1987,A.P.,31,5.98,0
4304300000,Catllar,1987,DPM,369,71.24,6
4304300000,Catllar,1991,CiU,451,71.59,7
4304300000,Catllar,1991,PSC-PSOE,166,26.35,2
4304300000,Catllar,1995,PSC (PSC-PSOE),133,14.11,1
4304300000,Catllar,1995,PP,162,17.19,1
4304300000,Catllar,1995,CIU,643,68.25,7
4304300000,Catllar,1999,ERC-AM,178,17.19,1
4304300000,Catllar,1999,PP,71,6.85,0
4304300000,Catllar,1999,CIU,488,47.14,5
4304300000,Catllar,1999,PSCPMC,279,26.95,3
4304300000,Catllar,2003,ICV-EPM,160,11.43,1
4304300000,Catllar,2003,PP,130,9.29,1
4304300000,Catllar,2003,ERC-AM,213,15.21,2
4304300000,Catllar,2003,CIU,566,40.43,5
4304300000,Catllar,2003,PSC-PM,310,22.14,2
4304300000,Catllar,2007,PSC-PM,546,34.56,4
4304300000,Catllar,2007,PP,144,9.11,1
4304300000,Catllar,2007,CIU,616,38.99,5
4304300000,Catllar,2007,ESQUERRA-AM,118,7.47,0
4304300000,Catllar,2007,ICV-EUIA-EPM,120,7.59,1
4304300000,Catllar,2011,CiU,562,33.43,4
4304300000,Catllar,2011,SI,70,4.16,0
4304300000,Catllar,2011,ICV-EUiA-E,135,8.03,1
4304300000,Catllar,2011,PSC-PM,291,17.31,2
4304300000,Catllar,2011,ERC-AM,66,3.93,0
4304300000,Catllar,2011,UNICAT,369,21.95,3
4304300000,Catllar,2011,PP,142,8.45,1
4304300000,Catllar,2015,CiU,311,18.16,2
4304300000,Catllar,2015,UNICAT,361,21.07,2
4304300000,Catllar,2015,PP,106,6.19,0
4304300000,Catllar,2015,ERC-AM,264,15.41,2
4304300000,Catllar,2015,ICV-EUiA-E,127,7.41,1
4304300000,Catllar,2015,PSC-CP,515,30.06,4
4304300000,Catllar,2019,MO1-TE PEL CATL,267,12.26,1
4304300000,Catllar,2019,PSC-CP,629,28.89,4
4304300000,Catllar,2019,UNICAT-ERC-AM,537,24.66,3
4304300000,Catllar,2019,EL CATLLAR-ECG,173,7.94,1
4304300000,Catllar,2019,JUNTS,236,10.84,1
4304300000,Catllar,2019,Cs,230,10.56,1
4304300000,Catllar,2019,PP,81,3.72,0
2507140003,Cava,1979,CiU,43,81.13,5
2507140003,Cava,1979,PSC-PSOE,9,16.98,0
2507140003,Cava,1983,CiU,24,96,5
2507140003,Cava,1987,CiU,23,95.83,1
2507140003,Cava,1991,CiU,22,100,1
2507140003,Cava,1995,CIU,28,87.5,1
2507140003,Cava,1999,CIU,30,93.75,1
2507140003,Cava,2003,CIU,19,79.17,1
2507140003,Cava,2007,PP,1,2.56,0
2507140003,Cava,2007,ESQUERRA-AM,6,15.38,0
2507140003,Cava,2007,PM,31,79.49,1
2507140003,Cava,2011,C.U.P.,4,7.84,0
2507140003,Cava,2011,PM,23,45.1,2
2507140003,Cava,2011,CiU,21,41.18,1
2507140003,Cava,2015,PP,0,0,0
2507140003,Cava,2015,CxC-CP,12,28.57,1
2507140003,Cava,2015,CUP-PA,6,14.29,0
2507140003,Cava,2015,CiU,8,19.05,0
2507140003,Cava,2015,IpC,18,42.86,2
2507140003,Cava,2019,JxCAT-JUNTS,14,38.88,1
2507140003,Cava,2019,ERC-AM,10,27.77,0
2507140003,Cava,2019,PSC,1,2.77,0
2507140003,Cava,2019,CUP-AMUNT,15,41.66,2
1718990004,Cellera de Ter,1979,E.M.CELLERA,863,96.42,11
1718990004,Cellera de Ter,1983,CiU,781,96.18,11
1718990004,Cellera de Ter,1987,CiU,748,93.97,11
1718990004,Cellera de Ter,1991,CiU,662,96.22,11
1718990004,Cellera de Ter,1995,CIU,582,49.53,6
1718990004,Cellera de Ter,1995,ERC,564,48,5
1718990004,Cellera de Ter,1999,CIU,663,51.39,6
1718990004,Cellera de Ter,1999,GIC-ERC-AM,608,47.13,5
1718990004,Cellera de Ter,2003,CIU,696,53.17,6
1718990004,Cellera de Ter,2003,GIC-AM,597,45.61,5
1718990004,Cellera de Ter,2007,CIU,333,26.7,3
1718990004,Cellera de Ter,2007,CAM-AM,883,70.81,8
1718990004,Cellera de Ter,2011,CiU,282,27.38,3
1718990004,Cellera de Ter,2011,CAM-AM,727,70.58,8
1718990004,Cellera de Ter,2015,CiU,229,22.13,2
1718990004,Cellera de Ter,2015,CAM - AM,786,75.94,9
1718990004,Cellera de Ter,2019,JxCat-JUNTS,305,27.98,2
1718990004,Cellera de Ter,2019,AMC,727,66.69,7
1704990004,Celrà,1979,IPPC,681,69.14,8
1704990004,Celrà,1979,U.C.I.,295,29.95,3
1704990004,Celrà,1983,CiU,741,70.64,8
1704990004,Celrà,1983,IPPC,273,26.02,3
1704990004,Celrà,1987,CiU,763,64.06,7
1704990004,Celrà,1987,PSC-PSOE,385,32.33,4
1704990004,Celrà,1991,PSC-PSOE,220,18.77,2
1704990004,Celrà,1991,ERC,565,48.21,6
1704990004,Celrà,1991,CiU,374,31.91,3
1704990004,Celrà,1995,PSC (PSC-PSOE),182,13.24,1
1704990004,Celrà,1995,ERC,730,53.12,6
1704990004,Celrà,1995,CIU,452,32.89,4
1704990004,Celrà,1999,CIU,502,34.36,4
1704990004,Celrà,1999,EC,908,62.14,7
1704990004,Celrà,1999,PP,34,2.32,0
1704990004,Celrà,2003,CIU,417,27.76,3
1704990004,Celrà,2003,EC,1034,68.84,8
1704990004,Celrà,2007,ICV-EUIA-EPM,102,5.78,0
1704990004,Celrà,2007,I CELRA-AM,485,27.49,4
1704990004,Celrà,2007,P.P,23,1.3,0
1704990004,Celrà,2007,CUP,210,11.9,1
1704990004,Celrà,2007,EC,669,37.93,5
1704990004,Celrà,2007,CIU,216,12.24,1
1704990004,Celrà,2011,CUP-PA,404,22.51,3
1704990004,Celrà,2011,CiU,338,18.83,2
1704990004,Celrà,2011,I Celrà- AM,442,24.62,3
1704990004,Celrà,2011,E C,530,29.53,3
1704990004,Celrà,2015,CiU,267,13.72,2
1704990004,Celrà,2015,CUP-PA,993,51.03,7
1704990004,Celrà,2015,I Celrà - E,593,30.47,4
1704990004,Celrà,2019,FC ¿ ERC ¿ AM,518,20.56,3
1704990004,Celrà,2019,CUP-AMUNT,1527,60.61,8
1704990004,Celrà,2019,JxCAT ¿ JUNTS,173,6.86,1
1704990004,Celrà,2019,PSC-CP,266,10.55,1
0806730008,Centelles,1979,E.S.,1066,34.19,5
0806730008,Centelles,1979,G.D.,819,26.27,3
0806730008,Centelles,1979,A.E.I.C.,1215,38.97,5
0806730008,Centelles,1983,CiU,1227,48.77,7
0806730008,Centelles,1983,PSC-PSOE,827,32.87,5
0806730008,Centelles,1983,ERC,319,12.68,1
0806730008,Centelles,1987,A.P.,640,22.19,3
0806730008,Centelles,1987,ERC,720,24.97,3
0806730008,Centelles,1987,CiU,931,32.28,5
0806730008,Centelles,1987,I.P.M.O.,485,16.82,2
0806730008,Centelles,1991,CiU,1468,59.29,8
0806730008,Centelles,1991,ERC,262,10.58,1
0806730008,Centelles,1991,PSC-PSOE,656,26.49,4
0806730008,Centelles,1995,PSC (PSC-PSOE),1156,38.75,5
0806730008,Centelles,1995,CIU,821,27.52,4
0806730008,Centelles,1995,PP,700,23.46,3
0806730008,Centelles,1995,ERC,218,7.3,1
0806730008,Centelles,1999,PP,222,6.95,1
0806730008,Centelles,1999,ERC-AM,103,3.22,0
0806730008,Centelles,1999,PSCPMC,2303,72.12,10
0806730008,Centelles,1999,CIU,531,16.63,2
0806730008,Centelles,2003,PP,71,2,0
0806730008,Centelles,2003,ERC-AM,326,9.17,1
0806730008,Centelles,2003,PSC-PM,2581,72.56,10
0806730008,Centelles,2003,CIU,529,14.87,2
0806730008,Centelles,2007,CIU,692,18.79,2
0806730008,Centelles,2007,ESQUERRA-AM,121,3.29,0
0806730008,Centelles,2007,APC-EPM,342,9.29,1
0806730008,Centelles,2007,PSC-PM,2330,63.28,10
0806730008,Centelles,2007,PP,51,1.39,0
0806730008,Centelles,2007,IC-CUP,78,2.12,0
0806730008,Centelles,2011,PSC-PM,2047,57.74,9
0806730008,Centelles,2011,ERC-AM,282,7.95,1
0806730008,Centelles,2011,PP,74,2.09,0
0806730008,Centelles,2011,ApC - E,346,9.76,1
0806730008,Centelles,2011,CiU,679,19.15,2
0806730008,Centelles,2015,CiU,465,12.87,1
0806730008,Centelles,2015,ARAJUNTS-AM,1353,37.46,5
0806730008,Centelles,2015,PSC-CP,1676,46.4,7
0806730008,Centelles,2015,PP,57,1.58,0
0806730008,Centelles,2019,JxCAT-JUNTS,394,9.92,1
