CODI_ENS,MUNICIPI,ANY_ELECCIO,SIGLES_CANDIDATURA,VOTS,% VOTS,REGIDORS
2500190004,Abella de la Conca,1979,A.V.A.C.,37,34.26,5
2500190004,Abella de la Conca,1983,CiU,51,50,3
2500190004,Abella de la Conca,1983,G.I.A.,42,41.18,2
2500190004,Abella de la Conca,1987,AEAC,35,71.43,5
2500190004,Abella de la Conca,1991,CiU,30,60,5
2500190004,Abella de la Conca,1995,PP,14,18.42,0
2500190004,Abella de la Conca,1995,PSC (PSC-PSOE),13,17.1,0
2500190004,Abella de la Conca,1995,CIU,45,59.21,5
2500190004,Abella de la Conca,1999,AMI,48,46.6,1
2500190004,Abella de la Conca,1999,PSCPMC,0,0,0
2500190004,Abella de la Conca,1999,PP,8,7.77,0
2500190004,Abella de la Conca,1999,CIU,65,63.11,4
2500190004,Abella de la Conca,2003,ERC-AM,61,53.04,1
2500190004,Abella de la Conca,2003,IAC-PM,50,43.48,2
2500190004,Abella de la Conca,2003,PP,4,3.48,0
2500190004,Abella de la Conca,2003,CIU,55,47.83,2
2500190004,Abella de la Conca,2007,CIU,48,41.03,1
2500190004,Abella de la Conca,2007,PP,1,0.85,0
2500190004,Abella de la Conca,2007,IA-PM,47,40.17,3
2500190004,Abella de la Conca,2007,ERC-AM,46,39.32,1
2500190004,Abella de la Conca,2011,CiU,20,18.52,0
2500190004,Abella de la Conca,2011,ERC-AM,48,44.44,1
2500190004,Abella de la Conca,2011,PM,53,49.07,4
2500190004,Abella de la Conca,2015,PP,0,0,0
2500190004,Abella de la Conca,2015,IxAC-CP,34,33.66,1
2500190004,Abella de la Conca,2015,JIAB - AM,53,52.48,3
2500190004,Abella de la Conca,2015,CiU,18,17.82,1
2500190004,Abella de la Conca,2019,CxM-CP,43,35.24,1
2500190004,Abella de la Conca,2019,JxCAT-JUNTS,15,12.29,0
2500190004,Abella de la Conca,2019,ERC-AM,64,52.45,4
0800180001,Abrera,1979,E.M.D.A.,712,46.05,5
0800180001,Abrera,1979,ORT,264,17.08,2
0800180001,Abrera,1979,CiU,552,35.71,4
0800180001,Abrera,1983,CiU,568,28.63,3
0800180001,Abrera,1983,PSUC,374,18.85,2
0800180001,Abrera,1983,PSC-PSOE,1028,51.81,6
0800180001,Abrera,1987,CiU,401,18.38,2
0800180001,Abrera,1987,IC,284,13.02,1
0800180001,Abrera,1987,A.P.,62,2.84,0
0800180001,Abrera,1987,C.D.S.,359,16.45,2
0800180001,Abrera,1987,PSC-PSOE,1050,48.12,6
0800180001,Abrera,1991,PSC-PSOE,1364,61.66,8
0800180001,Abrera,1991,CiU,522,23.6,3
0800180001,Abrera,1991,IC,312,14.1,2
0800180001,Abrera,1995,CIU,610,18.75,2
0800180001,Abrera,1995,PP,356,10.94,1
0800180001,Abrera,1995,PSC (PSC-PSOE),1875,57.63,9
0800180001,Abrera,1995,IC-EV,376,11.55,1
0800180001,Abrera,1999,PP,323,8.94,1
0800180001,Abrera,1999,EUiA,228,6.31,1
0800180001,Abrera,1999,IC-V-EPM,222,6.15,0
0800180001,Abrera,1999,PSCPMC,2038,56.46,9
0800180001,Abrera,1999,ERC-AM,208,5.76,0
0800180001,Abrera,1999,CIU,535,14.82,2
0800180001,Abrera,2003,ADA-EPM,812,18.81,3
0800180001,Abrera,2003,CIU,252,5.84,0
0800180001,Abrera,2003,E.U.-I.U.,354,8.2,1
0800180001,Abrera,2003,PSC-PM,2130,49.33,7
0800180001,Abrera,2003,ERC-AM,289,6.69,1
0800180001,Abrera,2003,PP,427,9.89,1
0800180001,Abrera,2007,ADA-EPM,807,18.56,3
0800180001,Abrera,2007,ESQUERRA-AM,261,6,1
0800180001,Abrera,2007,PSC-PM,2024,46.54,9
0800180001,Abrera,2007,CIU,267,6.14,1
0800180001,Abrera,2007,EU-IU,405,9.31,1
0800180001,Abrera,2007,PP,517,11.89,2
0800180001,Abrera,2011,CiU,610,12.6,2
0800180001,Abrera,2011,Ad Ab,728,15.04,3
0800180001,Abrera,2011,PSC-PM,1425,29.43,6
0800180001,Abrera,2011,EU-IU,299,6.18,1
0800180001,Abrera,2011,ICV-E,306,6.32,1
0800180001,Abrera,2011,Esquerra-AM,221,4.56,0
0800180001,Abrera,2011,PP,758,15.65,3
0800180001,Abrera,2011,PxC,305,6.3,1
0800180001,Abrera,2011,SI,42,0.87,0
0800180001,Abrera,2015,ABRERA EN COMÚ,898,17.38,3
0800180001,Abrera,2015,PxC,117,2.26,0
0800180001,Abrera,2015,PP,362,7,1
0800180001,Abrera,2015,CiU,306,5.92,1
0800180001,Abrera,2015,C's,445,8.61,1
0800180001,Abrera,2015,PSC-CP,1478,28.6,6
0800180001,Abrera,2015,ERC-AM,555,10.74,2
0800180001,Abrera,2015,Ad Ab,947,18.32,3
0800180001,Abrera,2019,ABRERA EN COMÚ-,533,9.12,1
0800180001,Abrera,2019,ERC-AM,810,13.86,2
0800180001,Abrera,2019,PP,192,3.28,0
0800180001,Abrera,2019,JxCAT-JUNTS,192,3.28,0
0800180001,Abrera,2019,PSC-CP,3006,51.43,11
0800180001,Abrera,2019,Ad'Ab,653,11.17,2
0800180001,Abrera,2019,Cs,426,7.28,1
2500240003,Àger,1979,A.E. C.IND.,374,99.47,7
2500240003,Àger,1983,A.E. C.IND.,278,99.64,7
2500240003,Àger,1987,CiU,163,42.56,3
2500240003,Àger,1987,AIPN,208,54.31,4
2500240003,Àger,1991,CiU,215,52.18,4
2500240003,Àger,1991,PSC-PSOE,74,17.96,1
2500240003,Àger,1991,PP,117,28.4,2
2500240003,Àger,1995,PP,134,36.61,3
2500240003,Àger,1995,CIU,213,58.19,4
2500240003,Àger,1999,CIU,181,48.91,4
2500240003,Àger,1999,PP,155,41.89,3
2500240003,Àger,2003,PSC-PM,20,5.41,0
2500240003,Àger,2003,PP,41,11.08,1
2500240003,Àger,2003,CIU,150,40.54,3
2500240003,Àger,2003,IA-AM,149,40.27,3
2500240003,Àger,2007,IAAM,194,49.62,4
2500240003,Àger,2007,CIU,189,48.34,3
2500240003,Àger,2011,PP,23,5.68,0
2500240003,Àger,2011,IxA-AM,193,47.65,4
2500240003,Àger,2011,CiU,177,43.7,3
2500240003,Àger,2015,CiU,182,43.86,3
2500240003,Àger,2015,IxA - AM,212,51.08,4
2500240003,Àger,2015,PP,13,3.13,0
2500240003,Àger,2019,IxA-AM,184,45.09,3
2500240003,Àger,2019,JxCAT-JUNTS,208,50.98,4
2500300000,Agramunt,1979,IPN,1148,56.64,6
2500300000,Agramunt,1979,CC-UCD,863,42.58,5
2500300000,Agramunt,1983,IPN,1670,68.11,8
2500300000,Agramunt,1983,AP-PDP-UL,499,20.35,2
2500300000,Agramunt,1983,PSC-PSOE,275,11.22,1
2500300000,Agramunt,1987,PSC-PSOE,605,26.08,3
2500300000,Agramunt,1987,CiU,1670,71.98,8
2500300000,Agramunt,1991,CiU,1450,58.09,8
2500300000,Agramunt,1991,ERC,190,7.61,0
2500300000,Agramunt,1991,PSC-PSOE,361,14.46,1
2500300000,Agramunt,1991,PP,452,18.11,2
2500300000,Agramunt,1995,PSC (PSC-PSOE),549,20.26,2
2500300000,Agramunt,1995,IC-EV,115,4.24,0
2500300000,Agramunt,1995,PP,249,9.19,1
2500300000,Agramunt,1995,AIPN,248,9.15,1
2500300000,Agramunt,1995,CIU,1150,42.45,6
2500300000,Agramunt,1995,ERC,343,12.66,1
2500300000,Agramunt,1999,PP,141,5.41,0
2500300000,Agramunt,1999,ERC-IPM,566,21.71,2
2500300000,Agramunt,1999,CIU,1257,48.23,6
2500300000,Agramunt,1999,PSCPMC,573,21.98,3
2500300000,Agramunt,2003,CIU,1053,37.27,5
2500300000,Agramunt,2003,ERC-AM,845,29.91,4
2500300000,Agramunt,2003,PP,170,6.02,0
2500300000,Agramunt,2003,PSC-PM,717,25.38,4
2500300000,Agramunt,2007,ERC-AM,792,32.17,5
2500300000,Agramunt,2007,PP,147,5.97,0
2500300000,Agramunt,2007,PSC-PM,497,20.19,3
2500300000,Agramunt,2007,CIU,912,37.04,5
2500300000,Agramunt,2011,PIRUM,26,1.08,0
2500300000,Agramunt,2011,CiU,669,27.79,4
2500300000,Agramunt,2011,PP,199,8.27,1
2500300000,Agramunt,2011,PxC,46,1.91,0
2500300000,Agramunt,2011,AD'E-AM,1232,51.18,7
2500300000,Agramunt,2011,PSC-PM,171,7.1,1
2500300000,Agramunt,2015,AD'E-AM,1714,73.22,11
2500300000,Agramunt,2015,PP,115,4.91,0
2500300000,Agramunt,2015,CiU,456,19.48,2
2500300000,Agramunt,2019,JxCAT-JUNTS,689,28.17,4
2500300000,Agramunt,2019,AD'E-AM,1637,66.95,9
0800230008,Aguilar de Segarra,1979,CC-UCD,30,19.74,0
0800230008,Aguilar de Segarra,1979,CiU,113,74.34,5
0800230008,Aguilar de Segarra,1983,CiU,78,61.9,5
0800230008,Aguilar de Segarra,1987,CiU,82,67.21,5
0800230008,Aguilar de Segarra,1991,PSC-PSOE,17,13.6,0
0800230008,Aguilar de Segarra,1991,CiU,75,60,5
0800230008,Aguilar de Segarra,1995,CIU,77,55,4
0800230008,Aguilar de Segarra,1995,ERC,66,47.14,1
0800230008,Aguilar de Segarra,1995,PSC (PSC-PSOE),3,2.14,0
0800230008,Aguilar de Segarra,1999,PSCPMC,49,39.52,1
0800230008,Aguilar de Segarra,1999,INDEP,9,7.26,0
0800230008,Aguilar de Segarra,1999,CIU,76,61.29,3
0800230008,Aguilar de Segarra,1999,ERC-AM,53,42.74,1
0800230008,Aguilar de Segarra,2003,CIU,47,44.76,3
0800230008,Aguilar de Segarra,2003,PSC-PM,41,39.05,1
0800230008,Aguilar de Segarra,2003,ERC-AM,36,34.29,1
0800230008,Aguilar de Segarra,2007,ESQUERRA-AM,35,25.55,1
0800230008,Aguilar de Segarra,2007,CIU,72,52.55,4
0800230008,Aguilar de Segarra,2007,PSC-PM,27,19.71,0
0800230008,Aguilar de Segarra,2011,PP,6,4.38,0
0800230008,Aguilar de Segarra,2011,CiU,122,89.05,7
0800230008,Aguilar de Segarra,2015,PP,4,2.96,0
0800230008,Aguilar de Segarra,2015,CiU,111,82.22,7
0800230008,Aguilar de Segarra,2019,JUNTS,123,66.12,5
0800230008,Aguilar de Segarra,2019,GA - AM,60,32.25,2
1700100000,Agullana,1979,IND.,313,96.9,7
1700100000,Agullana,1983,CiU,217,95.18,7
1700100000,Agullana,1987,CiU,312,95.12,7
1700100000,Agullana,1991,CiU,272,96.8,7
1700100000,Agullana,1995,CIU,251,55.28,4
1700100000,Agullana,1995,ERC,199,43.83,3
1700100000,Agullana,1999,CIU,120,23.76,2
1700100000,Agullana,1999,UAI,169,33.46,2
1700100000,Agullana,1999,ERC-AM,210,41.58,3
1700100000,Agullana,2003,ERC-AM,338,68.28,5
1700100000,Agullana,2003,PSC-PM,80,16.16,1
1700100000,Agullana,2003,CIU,73,14.75,1
1700100000,Agullana,2007,FCIU,117,25.32,2
1700100000,Agullana,2007,ERC-AM,265,57.36,4
1700100000,Agullana,2007,PSC-PM,63,13.64,1
1700100000,Agullana,2011,CiU,122,28.71,2
1700100000,Agullana,2011,ERC-AM,285,67.06,5
1700100000,Agullana,2015,ERC-AM,189,41.09,3
1700100000,Agullana,2015,CUP-PA,115,25,2
1700100000,Agullana,2015,CiU,137,29.78,2
1700100000,Agullana,2019,ERC-AM,129,27.62,2
1700100000,Agullana,2019,LL-AE,96,20.55,1
1700100000,Agullana,2019,JUNTS,230,49.25,4
0801420002,Aiguafreda,1979,CiU,699,62.41,7
0801420002,Aiguafreda,1979,A.M.O.A.,399,35.63,4
0801420002,Aiguafreda,1983,CiU,812,74.16,9
0801420002,Aiguafreda,1983,AP-PDP-UL,250,22.83,2
0801420002,Aiguafreda,1987,CiU,729,61.73,7
0801420002,Aiguafreda,1987,ERC,211,17.87,2
0801420002,Aiguafreda,1987,AIDA,211,17.87,2
0801420002,Aiguafreda,1991,CiU,715,59.19,7
0801420002,Aiguafreda,1991,PP,163,13.49,1
0801420002,Aiguafreda,1991,PSC-PSOE,295,24.42,3
0801420002,Aiguafreda,1995,CIU,670,53.6,7
0801420002,Aiguafreda,1995,PSC (PSC-PSOE),365,29.2,3
0801420002,Aiguafreda,1995,ERC,158,12.64,1
0801420002,Aiguafreda,1999,INDEP,16,1.14,0
0801420002,Aiguafreda,1999,PP,92,6.59,0
0801420002,Aiguafreda,1999,CIU,518,37.1,5
0801420002,Aiguafreda,1999,PSCPMC,278,19.91,2
0801420002,Aiguafreda,1999,A 2000,308,22.06,3
0801420002,Aiguafreda,1999,ERC-AM,153,10.95,1
0801420002,Aiguafreda,2003,ICV-EPM,229,16.3,2
0801420002,Aiguafreda,2003,PP,32,2.28,0
0801420002,Aiguafreda,2003,ERC-AM,155,11.03,1
0801420002,Aiguafreda,2003,CIU,657,46.76,6
0801420002,Aiguafreda,2003,CGA-PM-PSC,312,22.21,2
0801420002,Aiguafreda,2007,CIU,545,41.01,5
0801420002,Aiguafreda,2007,GPERA-PSC-PM,303,22.8,3
0801420002,Aiguafreda,2007,ICV-EUIA-EPM,323,24.3,3
0801420002,Aiguafreda,2007,ESQUERRA-AM,100,7.52,0
0801420002,Aiguafreda,2007,PP,13,0.98,0
0801420002,Aiguafreda,2011,PP,65,4.98,0
0801420002,Aiguafreda,2011,SI,42,3.22,0
0801420002,Aiguafreda,2011,CiU,678,51.95,7
0801420002,Aiguafreda,2011,ICV-EUiA-E,211,16.17,2
0801420002,Aiguafreda,2011,GperA-PSC-P,269,20.61,2
0801420002,Aiguafreda,2015,CiU,626,46.4,6
0801420002,Aiguafreda,2015,ESTIMEM AIGUAFR,264,19.57,2
0801420002,Aiguafreda,2015,PSC-CP,108,8.01,1
0801420002,Aiguafreda,2015,PP,56,4.15,0
0801420002,Aiguafreda,2015,ERC-AM,267,19.79,2
0801420002,Aiguafreda,2019,PP,94,6.61,0
0801420002,Aiguafreda,2019,JUNTS,675,47.46,6
0801420002,Aiguafreda,2019,CUP-AMUNT,149,10.47,1
0801420002,Aiguafreda,2019,ERC-AM,458,32.2,4
4300170005,Aiguamúrcia,1979,CC-UCD,23,6.53,0
4300170005,Aiguamúrcia,1979,PSC-PSOE,165,46.88,4
4300170005,Aiguamúrcia,1979,CiU,164,46.59,3
4300170005,Aiguamúrcia,1983,PSC-PSOE,221,51.04,4
4300170005,Aiguamúrcia,1983,CiU,211,48.73,3
4300170005,Aiguamúrcia,1987,CiU,202,47.2,3
4300170005,Aiguamúrcia,1987,PSC-PSOE,221,51.64,4
4300170005,Aiguamúrcia,1991,CiU,180,48.91,3
4300170005,Aiguamúrcia,1991,PSC-PSOE,185,50.27,4
4300170005,Aiguamúrcia,1995,PSC (PSC-PSOE),184,47.3,3
4300170005,Aiguamúrcia,1995,CIU,202,51.92,4
4300170005,Aiguamúrcia,1999,CIU,210,50.84,4
4300170005,Aiguamúrcia,1999,PSCPMC,192,46.48,3
4300170005,Aiguamúrcia,2003,PSC-PM,206,45.08,3
4300170005,Aiguamúrcia,2003,CIU,233,50.98,4
4300170005,Aiguamúrcia,2007,PSC-PM,135,24.64,2
4300170005,Aiguamúrcia,2007,CIU,197,35.95,3
4300170005,Aiguamúrcia,2007,PP,42,7.66,0
4300170005,Aiguamúrcia,2007,IMA-EPM,163,29.74,2
4300170005,Aiguamúrcia,2011,IMA-E,184,36.01,3
4300170005,Aiguamúrcia,2011,CiU,127,24.85,2
4300170005,Aiguamúrcia,2011,PSC-PM,175,34.25,2
4300170005,Aiguamúrcia,2015,TSA - AM,142,29.04,2
4300170005,Aiguamúrcia,2015,CiU,166,33.95,3
4300170005,Aiguamúrcia,2015,PP,30,6.13,0
4300170005,Aiguamúrcia,2015,IMA-E,139,28.43,2
4300170005,Aiguamúrcia,2019,IMA-ECG,148,27.71,2
4300170005,Aiguamúrcia,2019,JxCAT - JUNTS,219,41.01,3
4300170005,Aiguamúrcia,2019,TSA-AM,150,28.08,2
4300170005,Aiguamúrcia,2019,PP,10,1.87,0
1700250006,Aiguaviva,1979,IND.,158,100,7
1700250006,Aiguaviva,1983,CiU,155,98.1,7
1700250006,Aiguaviva,1987,CiU,125,88.03,7
1700250006,Aiguaviva,1991,IA,119,48.18,3
1700250006,Aiguaviva,1991,CiU,126,51.01,4
1700250006,Aiguaviva,1995,CIU,178,64.25,5
1700250006,Aiguaviva,1995,IA,94,33.93,2
1700250006,Aiguaviva,1999,CIU,215,60.22,4
1700250006,Aiguaviva,1999,PI-A,132,36.97,3
1700250006,Aiguaviva,2003,ERC-AM,81,19.29,1
1700250006,Aiguaviva,2003,PIA,148,35.24,3
1700250006,Aiguaviva,2003,CIU,186,44.29,3
1700250006,Aiguaviva,2007,AXC-PM,119,30.05,2
1700250006,Aiguaviva,2007,CIU,95,23.99,2
1700250006,Aiguaviva,2007,ESQUERRA-AM,68,17.17,1
1700250006,Aiguaviva,2007,PIA,100,25.25,2
1700250006,Aiguaviva,2011,UpA-AM,103,22.1,1
1700250006,Aiguaviva,2011,CiU,127,27.25,2
1700250006,Aiguaviva,2011,PIA,220,47.21,4
1700250006,Aiguaviva,2015,CiU,67,14.89,1
1700250006,Aiguaviva,2015,UMdC,53,11.78,1
1700250006,Aiguaviva,2015,PIA,178,39.56,3
1700250006,Aiguaviva,2015,ERC-AM,139,30.89,2
1700250006,Aiguaviva,2019,JXAIGUAVIVA-IDC,49,10.2,0
1700250006,Aiguaviva,2019,PIA,157,32.7,3
1700250006,Aiguaviva,2019,JxCAT-JUNTS,108,22.5,2
1700250006,Aiguaviva,2019,PSC-CP,14,2.91,0
1700250006,Aiguaviva,2019,ERC-AM,140,29.16,2
2503870005,Aitona,1979,IND. AITONA,362,29.99,3
2503870005,Aitona,1979,CC-UCD,567,46.98,6
2503870005,Aitona,1979,PSC-PSOE,278,23.03,2
2503870005,Aitona,1983,CiU,266,21.14,2
2503870005,Aitona,1983,PSC-PSOE,500,39.75,5
2503870005,Aitona,1983,AP-PDP-UL,490,38.95,4
2503870005,Aitona,1987,CiU,485,33.04,4
2503870005,Aitona,1987,PSC-PSOE,663,45.16,5
2503870005,Aitona,1987,A.P.,310,21.12,2
2503870005,Aitona,1991,PP,284,18.48,2
2503870005,Aitona,1991,PSC-PSOE,728,47.36,5
2503870005,Aitona,1991,CiU,520,33.83,4
2503870005,Aitona,1995,ERC,169,11.19,1
2503870005,Aitona,1995,PP,244,16.16,2
2503870005,Aitona,1995,PSC (PSC-PSOE),446,29.55,3
2503870005,Aitona,1995,CIU,644,42.67,5
2503870005,Aitona,1999,CIU,817,63.72,8
2503870005,Aitona,1999,PP,151,11.77,1
2503870005,Aitona,1999,ERC-AM,243,18.95,2
2503870005,Aitona,2003,PP,286,21.8,2
2503870005,Aitona,2003,ERC-AM,412,31.4,4
2503870005,Aitona,2003,CIU,579,44.13,5
2503870005,Aitona,2007,CIU,470,35.15,4
2503870005,Aitona,2007,ESQUERRA-AM,479,35.83,4
2503870005,Aitona,2007,PSC-PM,151,11.29,1
2503870005,Aitona,2007,PP,211,15.78,2
2503870005,Aitona,2011,ERC-AM,447,34.68,4
2503870005,Aitona,2011,CiU,563,43.68,6
2503870005,Aitona,2011,PSC-PM,70,5.43,0
2503870005,Aitona,2011,PP,186,14.43,1
2503870005,Aitona,2015,ERC-AM,336,26.71,3
2503870005,Aitona,2015,PP,178,14.15,1
2503870005,Aitona,2015,CiU,730,58.03,7
2503870005,Aitona,2019,JxCAT-JUNTS,848,67.94,8
2503870005,Aitona,2019,PP,106,8.49,1
2503870005,Aitona,2019,AR - AM,270,21.63,2
2500450006,Alamús,1979,A.I.ALAMUS,223,97.81,7
2500450006,Alamús,1983,CiU,235,96.31,7
2500450006,Alamús,1987,CiU,304,97.75,7
2500450006,Alamús,1991,CiU,261,60,4
2500450006,Alamús,1991,IEA,169,38.85,3
2500450006,Alamús,1995,CIU,289,57.45,4
2500450006,Alamús,1995,IND,204,40.55,3
2500450006,Alamús,1999,PSCPMC,258,47.08,3
2500450006,Alamús,1999,CIU,288,52.55,4
2500450006,Alamús,2003,PSC-PM,304,55.07,4
2500450006,Alamús,2003,CIU,245,44.38,3
2500450006,Alamús,2007,IA-PM,314,60.27,4
2500450006,Alamús,2007,CIU,203,38.96,3
2500450006,Alamús,2011,CiU,223,46.56,3
2500450006,Alamús,2011,IA-PM,248,51.77,4
2500450006,Alamús,2015,CiU,134,31.09,2
2500450006,Alamús,2015,IxEA - AM,279,64.73,5
2500450006,Alamús,2019,IxEA -AM,253,53.71,4
2500450006,Alamús,2019,JxA - JxCAT - J,196,41.61,3
2500580001,Alàs i Cerc,1979,G.E.I.A.C.,163,99.39,7
2500580001,Alàs i Cerc,1983,IND.,162,100,7
2500580001,Alàs i Cerc,1987,P.PIRINEU,137,92.57,7
2500580001,Alàs i Cerc,1991,P.PIRINEU,144,99.31,7
2500580001,Alàs i Cerc,1995,P.PIRINEU,139,90.84,7
2500580001,Alàs i Cerc,1999,ERC,30,9.7,0
2500580001,Alàs i Cerc,1999,CIU,142,45.95,4
2500580001,Alàs i Cerc,1999,PSCPMC,132,42.71,3
2500580001,Alàs i Cerc,2003,PM,111,38.95,3
2500580001,Alàs i Cerc,2003,CIU,146,51.23,4
2500580001,Alàs i Cerc,2003,ERC-AM,26,9.12,0
2500580001,Alàs i Cerc,2007,CIU,156,63.16,5
2500580001,Alàs i Cerc,2007,PM,73,29.55,2
2500580001,Alàs i Cerc,2011,PM,96,42.67,3
2500580001,Alàs i Cerc,2011,CiU,121,53.78,4
2500580001,Alàs i Cerc,2015,CiU,145,86.31,7
2500580001,Alàs i Cerc,2019,JxCAT-JUNTS,146,75.25,6
2500580001,Alàs i Cerc,2019,CxAC-CP,46,23.71,1
2500610007,Albagés,1979,AEDALBAGES,182,49.06,3
2500610007,Albagés,1979,AEALBAGES,187,50.4,4
2500610007,Albagés,1983,PSC-PSOE,102,27.35,2
2500610007,Albagés,1983,IND.,268,71.85,5
2500610007,Albagés,1987,IND/1,238,88.48,7
2500610007,Albagés,1991,UIP,200,96.62,7
2500610007,Albagés,1995,CIU,198,90.82,7
2500610007,Albagés,1999,CIU,171,48.16,3
2500610007,Albagés,1999,PP,174,49.01,4
2500610007,Albagés,2003,CIU,95,29.32,2
2500610007,Albagés,2003,PSC-PM,204,62.96,5
2500610007,Albagés,2007,PSC-PM,150,46.58,3
2500610007,Albagés,2007,ESQUERRA-AM,161,50,4
2500610007,Albagés,2011,ERC-AM,136,75.56,7
2500610007,Albagés,2015,ACTIVEM,157,54.7,4
2500610007,Albagés,2015,CiU,42,14.63,1
2500610007,Albagés,2015,ERC-AM,81,28.22,2
2500610007,Albagés,2019,ACTIVEM,119,44.4,3
2500610007,Albagés,2019,JxCAT - JUNTS,34,12.68,1
2500610007,Albagés,2019,MRA - AM,67,25,2
2500610007,Albagés,2019,CxA - CP,45,16.79,1
1700310007,Albanyà,1979,A.E.C.,27,42.19,5
1700310007,Albanyà,1983,CiU,26,45.61,5
1700310007,Albanyà,1987,CiU,32,50.79,3
1700310007,Albanyà,1987,AE ALBANYA,24,38.1,2
1700310007,Albanyà,1991,CiU,42,72.41,5
1700310007,Albanyà,1995,CIU,67,77.01,5
1700310007,Albanyà,1995,PSC (PSC-PSOE),8,9.19,0
1700310007,Albanyà,1995,ERC,12,13.79,0
1700310007,Albanyà,1999,PSCPMC,9,11.69,0
1700310007,Albanyà,1999,CIU,65,84.42,5
1700310007,Albanyà,2003,PP,1,1.43,0
1700310007,Albanyà,2003,PSC-PM,19,27.14,0
1700310007,Albanyà,2003,CIU,51,72.86,5
1700310007,Albanyà,2007,ERC-AM,20,24.1,0
1700310007,Albanyà,2007,FCIU,23,27.71,0
1700310007,Albanyà,2007,PM,55,66.27,5
1700310007,Albanyà,2011,PM,41,50,2
1700310007,Albanyà,2011,CiU,38,46.34,3
1700310007,Albanyà,2015,CP,19,22.09,1
1700310007,Albanyà,2015,CiU,74,86.05,4
1700310007,Albanyà,2015,PP,1,1.16,0
1700310007,Albanyà,2019,JUNTS,67,84.81,5
1700310007,Albanyà,2019,CP,11,13.92,0
2500770005,Albatàrrec,1979,C.IND.A,161,25.39,2
2500770005,Albatàrrec,1979,A.E. DIP,473,74.61,7
2500770005,Albatàrrec,1983,A.E. DIP,475,74.45,7
2500770005,Albatàrrec,1983,CiU,161,25.24,2
2500770005,Albatàrrec,1987,AIPN,476,70.31,7
2500770005,Albatàrrec,1987,CiU,199,29.39,2
2500770005,Albatàrrec,1991,CiU,236,34.96,3
2500770005,Albatàrrec,1991,AIPN,437,64.74,6
2500770005,Albatàrrec,1995,PSC (PSC-PSOE),377,55.03,5
2500770005,Albatàrrec,1995,CIU,306,44.67,4
2500770005,Albatàrrec,1999,PP,61,8.29,0
2500770005,Albatàrrec,1999,CIU,375,51.02,5
2500770005,Albatàrrec,1999,PSCPMC,282,38.36,4
2500770005,Albatàrrec,2003,CIU,566,67.62,6
2500770005,Albatàrrec,2003,PSC-PM,255,30.47,3
2500770005,Albatàrrec,2007,PP,22,2.77,0
2500770005,Albatàrrec,2007,ESQUERRA-AM,126,15.85,1
2500770005,Albatàrrec,2007,A.M.D.,2,0.25,0
2500770005,Albatàrrec,2007,CIU,616,77.48,8
2500770005,Albatàrrec,2011,PP,156,18.91,1
2500770005,Albatàrrec,2011,CiU,631,76.48,8
2500770005,Albatàrrec,2015,CiU,680,77.36,9
2500770005,Albatàrrec,2015,H.A.,166,18.89,2
2500770005,Albatàrrec,2019,ERC-AM,241,24.31,3
2500770005,Albatàrrec,2019,JxCAT - JUNTS,575,58.02,7
2500770005,Albatàrrec,2019,Cs,115,11.6,1
2500770005,Albatàrrec,2019,CxA - CP,33,3.32,0
2500830008,Albesa,1979,CiU,186,23.6,2
2500830008,Albesa,1979,CC-UCD,266,33.76,3
2500830008,Albesa,1979,A.E.I.ALBE,332,42.13,4
2500830008,Albesa,1983,PSC-PSOE,280,37.48,3
2500830008,Albesa,1983,CiU,455,60.91,6
2500830008,Albesa,1987,PSC-PSOE,317,36.73,3
2500830008,Albesa,1987,CiU,523,60.6,6
2500830008,Albesa,1991,CiU,674,71.17,7
2500830008,Albesa,1991,PSC-PSOE,265,27.98,2
2500830008,Albesa,1995,PP,240,25.69,2
2500830008,Albesa,1995,CIU,679,72.69,7
2500830008,Albesa,1999,CIU,536,54.63,5
2500830008,Albesa,1999,PP,190,19.36,2
2500830008,Albesa,1999,IA,241,24.56,2
2500830008,Albesa,2003,CIU,602,64.87,6
2500830008,Albesa,2003,PP,272,29.31,3
2500830008,Albesa,2007,CIU,628,63.43,6
2500830008,Albesa,2007,IAPM,339,34.24,3
2500830008,Albesa,2011,PM,310,36.34,3
2500830008,Albesa,2011,CiU,519,60.84,6
2500830008,Albesa,2015,ERC-AM,225,26.69,2
2500830008,Albesa,2015,CiU,591,70.11,7
2500830008,Albesa,2019,AETS-AM,440,50.86,5
2500830008,Albesa,2019,JxCAT-JUNTS,407,47.05,4
2500960009,Albi,1979,CC-UCD,251,43.35,3
2500960009,Albi,1979,A.E. DIP,328,56.65,4
2500960009,Albi,1983,CiU,212,37.06,2
2500960009,Albi,1983,PSC-PSOE,359,62.76,5
2500960009,Albi,1987,PSC-PSOE,345,90.31,7
2500960009,Albi,1991,PSC-PSOE,235,42.57,3
2500960009,Albi,1991,AIDA,304,55.07,4
2500960009,Albi,1995,CIU,337,57.11,4
2500960009,Albi,1995,PSC (PSC-PSOE),163,27.62,2
2500960009,Albi,1995,PP,88,14.91,1
2500960009,Albi,1999,CIU,349,63.33,5
2500960009,Albi,1999,PP,93,16.87,1
2500960009,Albi,1999,PSCPMC,96,17.42,1
2500960009,Albi,2003,TFA,272,46.34,3
2500960009,Albi,2003,CIU,309,52.64,4
2500960009,Albi,2007,TFA-AM,316,51.13,4
